% interestacl94stopwords.arff

@relation interest

@attribute prevword_3 String
@attribute prevword_2 String
@attribute prevword String
@attribute nextword String
@attribute nextword_2 String
@attribute nextword_3 String
@attribute prevtag_3 String
@attribute prevtag_2 String
@attribute prevtag String
@attribute nexttag String
@attribute nexttag_2 String
@attribute nexttag_3 String
@attribute 'Class' {'interest1', 'interest2', 'interest3', 'interest4', 'interest5', 'interest6'}

@data
'X','plus','accrued','octX','25','X','X','CC','VBN','NP','AB','X','interest6'
'NULL','NULL','rockwell','aerospace','X','electronics','NULL','NULL','NP','NN','X','NNS','interest5'
'NULL','NULL','protect','plaza','commerce','X','NULL','NULL','VB','NP','NP','X','interest5'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'acquired','three','special','magazines','X','travelXholiday','VBN','AB','JJ','NNS','X','NP','interest3'
'health','related','special','magazines','form','american','NP','VBN','JJ','NNS','VBP','NP','interest3'
'firm','pursue','business','X','NULL','NULL','NN','VB','NN','X','NULL','NULL','interest3'
'bolster','economy','meet','payments','X','NULL','VB','NN','VB','NNS','X','NULL','interest6'
'scott','Xs','X','fast','food','X','NP','POS','X','JJ','NN','X','interest5'
'1989','X','current','bonds','due','1994X2001','AB','X','JJ','NNS','JJ','AB','interest6'
'NULL','NULL','NULL','bonds','treated','preference','NULL','NULL','NULL','NNS','VBN','NN','interest6'
'NULL','NULL','current','serial','bonds','reoffered','NULL','NULL','JJ','JJ','NNS','VBN','interest6'
'14','%','current','term','bonds','priced','AB','NN','JJ','NN','NNS','VBN','interest6'
'bonds','stopped','paying','X','person','adds','NNS','VBN','VBG','X','NN','VBZ','interest6'
'profit','taxes','minority','advanced','22','%','NN','NNS','NN','VBD','AB','NN','interest5'
'faced','sharply','higher','rates','flagging','demand','VBN','RB','JJR','NNS','JJ','NN','interest6'
'hold','inflation','raising','rates','X','NULL','VB','NN','VBG','NNS','X','NULL','interest6'
'fed','began','nudging','rates','X','mrX','NP','VBD','VBG','NNS','X','NP','interest6'
'profit','taxes','minority','X','profit','attributable','NN','NNS','NN','X','NN','JJ','interest5'
'bonds','pay','low','rates','X','NULL','NNS','VB','JJ','NNS','X','NULL','interest6'
'X','Xs','dearth','helping','hanwa','raise','X','VBZ','NN','VBG','NP','VB','interest1'
'NULL','calmat','Xs','include','concrete','X','NULL','NP','POS','VBP','NN','X','interest5'
'sell','67X7','%','harriet','oil','field','VB','AB','NN','NP','NN','NN','interest5'
'bond','corpX','brewing','X','NULL','NULL','NP','NP','NN','X','NULL','NULL','interest5'
'customers','X','best','X','making','trades','NNS','POS','JJS','X','VBG','NNS','interest4'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'around','narrowly','focused','find','advantage','lobbying','IN','RB','VBN','VBP','NN','VBG','interest3'
'government','programs','serve','X','NULL','NULL','NN','NNS','VBP','X','NULL','NULL','interest3'
'X','1X6','billion','payment','due','banks','X','AB','AB','NN','JJ','NNS','interest6'
'Xs','ability','make','payments','X','NULL','POS','NN','VB','NNS','X','NULL','interest6'
'may','choose','make','payment','overdue','banks','MD','VB','VB','NN','JJ','NNS','interest6'
'levels','X','make','payments','banks','X','NNS','X','VB','NNS','NNS','X','interest6'
'delay','cuts','debt','payments','present','strengthened','VB','NNS','NN','NNS','JJ','VBN','interest6'
'fully','diluted','equity','mrX','campeau','X','RB','VBN','NN','NP','NP','X','interest5'
'million','loan','make','payment','due','last','AB','NN','VB','NN','JJ','JJ','interest6'
'may','thinking','higher','rates','banks','started','MD','VBG','JJR','NNS','NNS','VBD','interest6'
'something','without','best','heart','always','going','NN','IN','JJS','NN','RB','VBG','interest4'
'X','dividends','X','new','savings','X','X','NNS','X','JJ','NNS','X','interest6'
'gains','recession','drives','rates','X','also','NNS','NN','VBZ','NNS','X','RB','interest6'
'reserve','Xs','freeing','rates','1979','big','NP','POS','NN','NNS','AB','JJ','interest6'
'X','4X6','million','principal','payment','due','X','AB','AB','JJ','NN','JJ','interest6'
'also','failed','pay','due','septX','1','RB','VBN','VB','JJ','NP','AB','interest6'
'default','30','days','payment','missed','X','NN','AB','NNS','NN','VBN','X','interest6'
'X','7','million','income','proceeds','sale','X','AB','AB','NN','NNS','NN','interest6'
'X','mclennan','expressed','cleveland','consulting','unit','CC','NP','VBN','NP','NP','NN','interest1'
'X','attracting','less','smaller','companies','size','X','VBG','JJR','JJR','NNS','NN','interest1'
'attracted','fair','amount','X','NULL','NULL','VBN','JJ','NN','X','NULL','NULL','interest1'
'NULL','NULL','current','serial','bonds','due','NULL','NULL','JJ','NN','NNS','JJ','interest6'
'bonds','X','current','bonds','due','1990X1998','NNS','X','JJ','NNS','JJ','AB','interest6'
'NULL','NULL','current','bonds','priced','yield','NULL','NULL','JJ','NNS','VBN','VB','interest6'
'1989','X','current','bonds','due','1990X2000','AB','X','JJ','NNS','JJ','AB','interest6'
'applied','acquire','businesses','oil','gas','properties','NP','VB','NNS','NN','NN','NNS','interest5'
'ltdX','agreed','buy','effective','septX','1','NP','VBD','VB','JJ','NP','AB','interest5'
'retail','concern','uXsX','X','turned','courtXappointed','JJ','NN','NP','X','VBD','JJ','interest5'
'debt','lieu','cash','payments','first','three','NN','NN','NN','NNS','JJ','AB','interest6'
'junior','debt','outstanding','rates','ranging','10','JJ','NN','JJ','NNS','VBG','AB','interest6'
'exchange','market','domestic','rates','remained','unclear','NN','NN','JJ','NNS','VBD','JJ','interest6'
'sector','attracted','investor','strong','earnings','outlook','NN','VBD','NN','JJ','NNS','NN','interest1'
'railways','received','buying','earnings','prospects','based','NNS','VBD','NN','NNS','NNS','VBN','interest1'
'although','increase','german','rates','nXt','widely','IN','NN','JJ','NNS','RB','RB','interest6'
'increasing','chances','renewed','rate','reductions','uXsX','VBG','NNS','VBN','NN','NNS','NP','interest6'
'NULL','NULL','lower','rates','generally','hurt','NULL','NULL','JJR','NNS','RB','VBP','interest6'
'NULL','NULL','uXsX','rates','decline','X','NULL','NULL','NP','NNS','NN','X','interest6'
'seen','likely','raise','rates','near','future','VBN','JJ','VB','NNS','JJ','NN','interest6'
'time','X','serve','X','NULL','NULL','NN','X','VBP','X','NULL','NULL','interest4'
'northwest','deal','keen','aviation','community','congress','NP','NN','JJ','NN','NN','NP','interest2'
'industry','jeopardize','public','X','especially','area','NN','VB','JJ','X','RB','NN','interest4'
'X','combined','voting','20','%','X','POS','VBN','NN','AB','NN','X','interest5'
'NULL','NULL','average','rate','fell','third','NULL','NULL','JJ','NN','VBD','JJ','interest6'
'watching','studies','great','admiration','X','X','VBG','NNS','JJ','NN','X','X','interest1'
'X','resources','property','X','tatters','X','X','NNS','NN','X','NNS','X','interest5'
'australia','committed','keeping','rates','high','X','NP','VBD','VBG','NNS','JJ','X','interest6'
'government','raised','domestic','rates','slow','demand','NN','VBD','JJ','NNS','JJ','NN','interest6'
'NULL','NULL','domestic','rates','likely','stay','NULL','NULL','JJ','NNS','JJ','VB','interest6'
'would','used','reduce','bill','X','NULL','MD','VBN','VB','NN','X','NULL','interest6'
'X','X','high','rates','changed','lot','X','X','JJ','NNS','VBD','NN','interest6'
'Xs','continued','success','broadening','distribution','stock','POS','JJ','NN','VBG','NN','NN','interest1'
'resigned','X','pursue','X','NULL','NULL','VBN','X','VB','X','NULL','NULL','interest3'
'senX','bentsen','Xs','encouraging','longXrange','thinking','NP','NP','POS','VBG','JJ','NN','interest1'
'NULL','NULL','shortXterm','rates','rose','slightly','NULL','NULL','JJ','NNS','VBD','RB','interest6'
'bank','japan','boost','rates','defend','yen','NP','NP','VB','NNS','VB','NNS','interest6'
'gross','observed','open','X','number','contracts','NP','VBD','JJ','X','NN','NNS','interest5'
'wo','nXt','lower','rates','anytime','soon','MD','RB','VB','NNS','RB','RB','interest6'
'even','admirers','deflects','major','institutional','investors','RB','NNS','VBZ','JJ','JJ','NNS','interest1'
'substantial','retail','property','uXs','X','NULL','JJ','NN','NN','NP','X','NULL','interest5'
'owns','51X7','%','century','city','X','VBZ','AB','NN','NP','NP','X','interest5'
'NULL','NULL','effective','richfield','X','filtering','NULL','NULL','JJ','NP','X','VBG','interest5'
'corpX','sold','bookXpublishing','X','including','harper','NP','VBD','NN','X','VBG','NP','interest5'
'NULL','NULL','annualized','rates','certain','investments','NULL','NULL','JJ','NNS','JJ','NNS','interest6'
'left','company','pursue','X','NULL','NULL','VBD','NN','VB','X','NULL','NULL','interest3'
'service','X','principal','obligations','falling','due','NN','X','NN','NNS','VBG','RB','interest6'
'acquire','outstanding','minority','two','principal','operating','VB','JJ','NN','AB','JJ','VBG','interest5'
'corporation','Xs','longXrange','X','NULL','NULL','NN','POS','JJ','X','NULL','NULL','interest4'
'narrow','ownership','less','liquidity','X','NULL','JJ','NN','JJR','NN','X','NULL','interest1'
'grant','X','reduce','charges','business','owners','NN','X','VB','NNS','NN','NNS','interest6'
'view','bad','western','X','X','mrX','VB','JJ','JJ','X','X','NP','interest4'
'NULL','NULL','NULL','pars','nXt','valuable','NULL','NULL','NULL','NP','RB','JJ','interest5'
'went','public','newXfound','capital','gains','X','VBD','JJ','JJ','NN','NNS','X','interest1'
'Xs','article','great','X','NULL','NULL','POS','NN','JJ','X','NULL','NULL','interest1'
'NULL','NULL','NULL','rate','margins','japan','NULL','NULL','NULL','NN','NNS','NP','interest6'
'like','reasonable','amount','X','NULL','NULL','IN','JJ','NN','X','NULL','NULL','interest6'
'10','years','X','X','X','selected','AB','NNS','NN','X','X','VBN','interest6'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'life','insurance','executive','X','X','Xs','NN','NN','NN','X','X','VBZ','interest5'
'issued','fixed','floating','rates','original','issue','VBN','JJ','JJ','NNS','JJ','NN','interest6'
'sell','60','%','cit','group','daiXichi','VB','AB','NN','NP','NP','NP','interest5'
'said','received','indications','third','parties','nXt','VBD','VBN','NNS','JJ','NNS','RB','interest1'
'Xs','beginning','buying','better','quality','names','VBZ','VBG','NN','JJR','NN','NNS','interest1'
'leave','apple','pursue','X','NULL','NULL','VB','NP','VB','X','NULL','NULL','interest3'
'%','year','Xs','bill','X','NULL','NN','NN','POS','NN','X','NULL','interest6'
'overfunded','paying','high','X','NULL','NULL','VBN','VBG','JJ','X','NULL','NULL','interest6'
'reduced','company','Xs','charges','X','NULL','VBD','NN','POS','NNS','X','NULL','interest6'
'citicorp','Xs','equity','purchase','reduced','X','NP','POS','NN','NN','VBN','X','interest5'
'investors','pretax','earnings','depreciation','X','925','NNS','JJ','NNS','NN','X','AB','interest6'
'added','increased','buying','sugar','world','market','VBD','VBN','JJ','NN','NN','NN','interest1'
'X','noted','chance','rate','increases','europe','X','VBD','NN','NN','NNS','NP','interest6'
'nXt','likely','raise','rates','following','bundesbank','RB','JJ','VB','NNS','VBG','NP','interest6'
'X','cumulative','bear','one','percentage','point','X','JJ','VBP','AB','NN','NN','interest6'
'one','units','make','payment','last','week','AB','NNS','VB','NN','JJ','NN','interest6'
'another','5','%','later','X','NULL','DT','AB','NN','RB','X','NULL','interest5'
'X','2','million','costs','next','two','X','AB','AB','NNS','JJ','AB','interest6'
'Xs','accrued','unpaid','octX','15','redemption','POS','VBN','JJ','NP','AB','NN','interest6'
'NULL','accrued','semiannual','due','octX','15','NULL','VBN','JJ','JJ','NP','AB','interest6'
'already','25X1','%','matuschka','Xs','mat','RB','AB','NN','NP','POS','NP','interest5'
'address','physicians','X','X','NULL','NULL','VBP','NNS','POS','X','NULL','NULL','interest3'
'enough','year','generate','anticipated','X','NULL','RB','NN','VB','VBN','X','NULL','interest1'
'outdoorsman','X','keen','environmental','issues','X','NN','X','JJ','JJ','NNS','X','interest1'
'officers','iowa','thrift','real','estate','deal','NNS','NP','NN','JJ','NN','NN','interest1'
'since','failed','make','payments','june','nearly','IN','VBD','VB','NNS','NP','RB','interest6'
'reviewing','assets','lost','X','NULL','NULL','VBG','NNS','VBD','X','NULL','NULL','interest1'
'bank','began','nudging','rates','higher','effort','NN','VBD','VBG','NNS','RBR','NN','interest6'
'X','allowing','shortXterm','rates','climb','three','X','VBG','JJ','NNS','VB','AB','interest6'
'preference','limited','partnership','X','via','goldman','NN','NP','NP','X','IN','NP','interest5'
'lincoln','sold','equity','project','american','continental','NP','VBD','NN','NN','NP','NP','interest5'
'month','lack','investor','X','NULL','NULL','NN','NN','NN','X','NULL','NULL','interest1'
'china','extensive','business','china','X','turned','NP','JJ','NN','NP','X','VBD','interest5'
'rican','government','expressed','keeping','company','Xs','JJ','NN','VBN','VBG','NN','POS','interest1'
'NULL','ge','also','broadcasting','X','lighting','NULL','NP','RB','NN','X','NN','interest5'
'stores','unit','missed','payment','due','friday','NP','NN','VBD','NN','JJ','NP','interest6'
'allied','said','paid','10','14','%','NP','VBD','VBD','AB','AB','NN','interest6'
'analysts','said','aggregate','due','friday','allied','NNS','VBD','JJ','JJ','NP','NP','interest6'
'nXt','likely','alter','rates','ecuXdenominated','securities','RB','JJ','VB','NNS','JJ','NNS','interest6'
'seem','logical','ecu','rates','higher','would','VB','JJ','NP','NNS','JJR','MD','interest6'
'short','X','longXterm','rates','since','share','JJ','X','JJ','NNS','IN','NN','interest6'
'shortXterm','ecu','market','rate','incorporation','iberian','JJ','NP','NN','NN','NN','JJ','interest6'
'stable','X','fluctuations','rates','ecuXdenominated','securities','JJ','X','NNS','NNS','JJ','NNS','interest6'
'cover','X','human','X','stories','like','VB','X','JJ','X','NNS','IN','interest3'
'NULL','NULL','amount','saved','buyXback','could','NULL','NULL','NN','VBN','NN','MD','interest6'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'sold','18X5','%','fii','fyffes','plc','VBD','AB','NN','NP','NP','NP','interest5'
'list','companies','expressed','X','including','walt','NN','NNS','VBD','X','VBG','NP','interest1'
'increased','enough','satisfy','investors','troubled','utility','VBN','RB','VB','NNS','VBN','NN','interest4'
'whether','increases','held','utility','Xs','customers','IN','NNS','VBN','NN','POS','NNS','interest4'
'nXt','able','make','payments','huge','debt','RB','JJ','VB','NNS','JJ','NN','interest6'
'cash','flow','divided','payments','X','fell','NN','NN','VBN','NNS','X','VBD','interest6'
'NULL','environmental','groups','obtaining','winning','fines','NULL','JJ','NNS','VBG','VBG','NNS','interest1'
'debt','carrying','lower','burden','X','NULL','NN','VBG','JJR','NN','X','NULL','interest6'
'close','defaulting','heavy','payments','X','NULL','JJ','VBG','JJ','NNS','X','NULL','interest6'
'prices','held','burdensome','payments','called','junk','NNS','VBN','JJ','NNS','VBN','NN','interest6'
'incX','failed','meet','payments','X','925','NP','VBD','VB','NNS','X','AB','interest6'
'despite','big','drop','rates','signs','recession','IN','JJ','NN','NNS','NNS','NN','interest6'
'X','700','million','payments','year','X','X','AB','AB','NNS','NN','X','interest6'
'cash','annually','pay','bill','X','NULL','NN','RB','VB','NN','X','NULL','interest6'
'deduct','50','%','earn','ual','Xs','VB','AB','NN','VBP','NP','POS','interest6'
'suits','customers','X','X','X','says','VBZ','NNS','POS','X','X','VBZ','interest4'
'canfor','plans','boost','newsprint','production','X','NP','NNS','VB','NN','NN','X','interest5'
'intensify','questions','seriousness','making','acquisitions','X','VB','NNS','NN','VBG','NNS','X','interest1'
'declining','inflation','lower','rates','X','NULL','VBG','NN','JJR','NNS','X','NULL','interest6'
'NULL','relatively','high','rates','slowing','retail','NULL','RB','JJ','NNS','VBG','JJ','interest6'
'modest','inflation','X','rates','economy','expanding','JJ','NN','X','NNS','NN','VBG','interest6'
'share','X','expressed','buying','part','operations','NN','X','VBN','VBG','NN','NNS','interest1'
