% interestacl94.arff

@relation interest

@attribute prevword_3 String
@attribute prevword_2 String
@attribute prevword_1 String
@attribute nextword_1 String
@attribute nextword_2 String
@attribute nextword_3 String
@attribute prevtag_3 String
@attribute prevtag_2 String
@attribute prevtag_1 String
@attribute nexttag_1 String
@attribute nexttag_2 String
@attribute nexttag_3 String
@attribute 'Class' {'interest1', 'interest2', 'interest3', 'interest4', 'interest5', 'interest6'}

@data
'and','lower','nominal','rates','X','it','CC','JJR','JJ','NNS','X','PP','interest6'
'about','their','possible','in','jaguar','X','IN','PPX','JJ','IN','NP','X','interest1'
'it','acquired','controlling','in','quantum','in','PP','VBD','VBG','IN','NP','IN','interest5'
'american','home','has','in','prescription','and','NP','NP','VBZ','IN','NN','CC','interest5'
'of','conflict','of','or','favoritism','X','IN','NN','IN','CC','NN','X','interest4'
'news','of','general','from','home','X','NN','IN','JJ','IN','NN','X','interest2'
'inflation','by','sending','rates','soaring','X','NN','IN','VBG','NNS','VBG','X','interest6'
'loans','at','lower','rates','X','NULL','NNS','IN','JJR','NNS','X','NULL','interest6'
'of','a','minority','in','the','store','IN','DT','NN','IN','DT','NN','interest5'
'wanted','to','cap','deductions','for','lbo','VBD','TO','VB','NNS','IN','NP','interest6'
'of','high','lbo','costs','X','NULL','IN','JJ','NP','NNS','X','NULL','interest6'
'the','principal','plus','X','NULL','NULL','DT','NN','CC','X','NULL','NULL','interest6'
'of','the','equity','will','result','in','IN','DT','NN','MD','VB','IN','interest5'
'germany','will','boost','rates','today','X','NP','MD','VB','NNS','NN','X','interest6'
'threats','justify','an','rate','increase','X','NNS','VBP','DT','NN','NN','X','interest6'
'its','own','peculiar','X','NULL','NULL','PPX','JJ','JJ','X','NULL','NULL','interest4'
'bridge','loans','pay','rates','that','are','NN','NNS','VBP','NNS','WDT','VBP','interest6'
'Xs','earnings','before','and','taxes','X','POS','NNS','IN','CC','NNS','X','interest6'
'difficulty','making','its','payments','unless','its','NN','VBG','PPX','NNS','IN','PPX','interest6'
'Xs','earnings','before','and','taxes','X','POS','NNS','IN','CC','NNS','X','interest6'
'NULL','NULL','NULL','rates','often','escalate','NULL','NULL','NULL','NNS','RB','VBP','interest6'
'to','sell','its','to','paramount','communications','TO','VB','PPX','TO','NP','NPS','interest5'
'considering','selling','an','in','continental','airlines','VBG','VBG','DT','IN','NP','NPS','interest5'
'have','all','expressed','in','buying','a','VBP','DT','VBD','IN','VBG','DT','interest1'
'americans','and','american','to','scare','the','NPS','CC','JJ','TO','VB','DT','interest5'
'protect','all','uXsX','in','such','countries','VB','DT','NP','IN','JJ','NNS','interest5'
'rake','in','enormous','payments','X','NULL','VB','RP','JJ','NNS','X','NULL','interest6'
'price','changes','plus','payments','X','for','NN','NNS','CC','NNS','X','IN','interest6'
'par','plus','accrued','X','would','occur','NN','CC','VBN','X','MD','VB','interest6'
'currencies','and','domestic','rates','discouraged','further','NNS','CC','JJ','NNS','VBD','JJ','interest6'
'discouraged','further','buying','X','traders','said','VBD','JJ','NN','X','NNS','VBD','interest1'
'expectations','of','higher','rates','X','traders','NNS','IN','JJR','NNS','X','NNS','interest6'
'banks','also','attracted','because','of','speculation','NNS','RB','VBN','IN','IN','NN','interest1'
'of','active','institutional','X','NULL','NULL','IN','JJ','JJ','X','NULL','NULL','interest1'
'auto','maker','Xs','in','the','uXkX','NN','NN','POS','IN','DT','NP','interest1'
'possibility','of','an','rate','increase','in','NN','IN','DT','NN','NN','IN','interest6'
'council','will','raise','rates','X','the','NN','MD','VB','NNS','X','DT','interest6'
'about','massive','japanese','in','the','X','IN','JJ','JJ','IN','DT','X','interest1'
'X','the','major','was','coming','from','X','DT','JJ','VBD','VBG','IN','interest1'
'said','X','the','in','the','spain','VBD','X','DT','IN','DT','NP','interest1'
'recent','dips','in','rates','X','NULL','JJ','NNS','IN','NNS','X','NULL','interest6'
'it','pulled','shortXterm','rates','down','a','PP','VBD','JJ','NNS','RP','DT','interest6'
'NULL','lower','uXsX','rates','would','help','NULL','JJR','NP','NNS','MD','VB','interest6'
'and','our','sole','is','the','promotion','CC','PPX','JJ','VBZ','DT','NN','interest3'
'europe','have','expressed','in','the','plan','NP','VBP','VBN','IN','DT','NN','interest1'
'and','meet','its','payments','on','its','CC','VB','PPX','NNS','IN','PPX','interest6'
'a','6X25','%','rate','X','NULL','DT','AB','NN','NN','X','NULL','interest6'
'32','million','plus','and','dividends','X','AB','AB','CC','CC','NNS','X','interest6'
'mining','and','industrial','in','the','uXkX','NN','CC','JJ','IN','DT','NP','interest5'
'another','easing','of','rates','by','the','DT','NN','IN','NNS','IN','DT','interest6'
'NULL','NULL','shortXterm','rates','also','rose','NULL','NULL','JJ','NNS','RB','VBD','interest6'
'refused','to','discuss','rates','at','a','VBD','TO','VB','NNS','IN','DT','interest6'
'X','plus','accrued','to','octX','25','X','CC','VBN','TO','NP','AB','interest6'
'NULL','rockwell','has','in','aerospace','X','NULL','NP','VBZ','IN','NN','X','interest5'
'to','protect','its','in','plaza','commerce','TO','VB','PPX','IN','NP','NP','interest5'
'and','foreign','annual','rates','below','are','CC','JJ','JJ','NNS','IN','VBP','interest6'
'acquired','three','special','magazines','X','travelXholiday','VBN','AB','JJ','NNS','X','NP','interest3'
'the','related','special','magazines','that','form','DT','VBN','JJ','NNS','WDT','VBP','interest3'
'his','own','business','X','NULL','NULL','PPX','JJ','NN','X','NULL','NULL','interest3'
'economy','and','meet','payments','X','NULL','NN','CC','VB','NNS','X','NULL','interest6'
'X','which','has','in','fast','food','X','WDT','VBZ','IN','JJ','NN','interest5'
'X','with','current','bonds','due','1994X2001','X','IN','JJ','NNS','JJ','AB','interest6'
'NULL','NULL','NULL','on','the','bonds','NULL','NULL','NULL','IN','DT','NNS','interest6'
'NULL','the','current','serial','bonds','are','NULL','DT','JJ','JJ','NNS','VBP','interest6'
'14','%','current','term','bonds','priced','AB','NN','JJ','NN','NNS','VBN','interest6'
'have','stopped','paying','X','this','person','VBP','VBN','VBG','X','DT','NN','interest6'
'taxes','and','minority','advanced','22','%','NNS','CC','NN','VBD','AB','NN','interest5'
'with','sharply','higher','rates','and','flagging','IN','RB','JJR','NNS','CC','JJ','interest6'
'inflation','by','raising','rates','X','NULL','NN','IN','VBG','NNS','X','NULL','interest6'
'fed','began','nudging','rates','down','X','NP','VBD','VBG','NNS','IN','X','interest6'
'taxes','and','minority','X','or','profit','NNS','CC','NN','X','CC','NN','interest5'
'pay','very','low','rates','X','NULL','VB','RB','JJ','NNS','X','NULL','interest6'
'no','dearth','of','in','helping','hanwa','DT','NN','IN','IN','VBG','NP','interest1'
'NULL','calmat','Xs','include','concrete','X','NULL','NP','POS','VBP','NN','X','interest5'
'its','67X7','%','in','the','harriet','PPX','AB','NN','IN','DT','NP','interest5'
'bond','corpX','brewing','X','NULL','NULL','NP','NP','NN','X','NULL','NULL','interest5'
'customers','X','best','X','by','making','NNS','POS','JJS','X','IN','VBG','interest4'
'and','foreign','annual','rates','below','are','CC','JJ','JJ','NNS','IN','VBP','interest6'
'around','narrowly','focused','find','advantage','in','IN','RB','VBN','VBP','NN','IN','interest3'
'that','serve','those','X','NULL','NULL','WDT','VBP','DT','X','NULL','NULL','interest3'
'X','1X6','billion','payment','that','was','X','AB','AB','NN','WDT','VBD','interest6'
'ability','to','make','payments','X','NULL','NN','TO','VB','NNS','X','NULL','interest6'
'some','of','the','payment','now','overdue','DT','IN','DT','NN','RB','JJ','interest6'
'X','to','make','payments','to','banks','X','TO','VB','NNS','TO','NNS','interest6'
'in','debt','and','payments','under','the','IN','NN','CC','NNS','IN','DT','interest6'
'fully','diluted','equity','of','mrX','campeau','RB','VBN','NN','IN','NP','NP','interest5'
'to','make','an','payment','due','last','TO','VB','DT','NN','JJ','JJ','interest6'
'about','the','higher','rates','banks','started','IN','DT','JJR','NNS','NNS','VBD','interest6'
'having','your','best','at','heart','are','VBG','PPX','JJS','IN','NN','VBP','interest4'
'from','dividends','X','and','new','savings','IN','NNS','X','CC','JJ','NNS','interest6'
'recession','drives','down','rates','X','they','NN','VBZ','IN','NNS','X','PP','interest6'
'Xs','freeing','of','rates','in','1979','POS','NN','IN','NNS','IN','AB','interest6'
'X','4X6','million','and','principal','payment','X','AB','AB','CC','JJ','NN','interest6'
'failed','to','pay','due','septX','1','VBN','TO','VB','JJ','NP','AB','interest6'
'days','after','the','payment','is','missed','NNS','IN','DT','NN','VBZ','VBN','interest6'
'7','million','of','income','on','the','AB','AB','IN','NN','IN','DT','interest6'
'mclennan','has','expressed','in','the','cleveland','NP','VBZ','VBN','IN','DT','NP','interest1'
'was','attracting','less','than','some','of','VBD','VBG','JJR','IN','DT','IN','interest1'
'fair','amount','of','X','NULL','NULL','JJ','NN','IN','X','NULL','NULL','interest1'
'NULL','NULL','current','serial','bonds','are','NULL','NULL','JJ','NN','NNS','VBP','interest6'
'bonds','X','current','bonds','are','due','NNS','X','JJ','NNS','VBP','JJ','interest6'
'NULL','the','current','bonds','are','priced','NULL','DT','JJ','NNS','VBP','VBN','interest6'
'X','with','current','bonds','due','1990X2000','X','IN','JJ','NNS','JJ','AB','interest6'
'acquire','businesses','or','in','oil','and','VB','NNS','CC','IN','NN','CC','interest5'
'to','buy','the','effective','septX','1','TO','VB','DT','JJ','NP','AB','interest5'
'concern','with','uXsX','X','turned','itself','NN','IN','NP','X','VBD','PP','interest5'
'lieu','of','cash','payments','for','the','NN','IN','NN','NNS','IN','DT','interest6'
'debt','outstanding','at','rates','ranging','from','NN','JJ','IN','NNS','VBG','IN','interest6'
'market','and','domestic','rates','remained','unclear','NN','CC','JJ','NNS','VBD','JJ','interest6'
'sector','attracted','investor','because','of','their','NN','VBD','NN','IN','IN','PPX','interest1'
'railways','received','buying','for','earnings','prospects','NNS','VBD','NN','IN','NNS','NNS','interest1'
'increase','in','german','rates','is','nXt','NN','IN','JJ','NNS','VBZ','RB','interest6'
'chances','of','renewed','rate','reductions','by','NNS','IN','VBN','NN','NNS','IN','interest6'
'NULL','NULL','lower','rates','generally','hurt','NULL','NULL','JJR','NNS','RB','VBP','interest6'
'NULL','until','uXsX','rates','decline','X','NULL','IN','NP','NNS','NN','X','interest6'
'likely','to','raise','rates','in','the','JJ','TO','VB','NNS','IN','DT','interest6'
'X','serve','our','X','NULL','NULL','X','VBP','PPX','X','NULL','NULL','interest4'
'is','of','keen','to','the','aviation','VBZ','IN','JJ','TO','DT','NN','interest2'
'jeopardize','the','public','X','especially','in','VB','DT','JJ','X','RB','IN','interest4'
'X','combined','voting','is','under','20','POS','VBN','NN','VBZ','IN','AB','interest5'
'NULL','the','average','rate','fell','for','NULL','DT','JJ','NN','VBD','IN','interest6'
'studies','with','great','and','admiration','X','NNS','IN','JJ','CC','NN','X','interest1'
'resources','and','property','X','is','in','NNS','CC','NN','X','VBZ','IN','interest5'
'committed','to','keeping','rates','high','X','VBD','TO','VBG','NNS','JJ','X','interest6'
'government','raised','domestic','rates','to','slow','NN','VBD','JJ','NNS','TO','JJ','interest6'
'NULL','NULL','domestic','rates','are','likely','NULL','NULL','JJ','NNS','VBP','JJ','interest6'
'to','reduce','its','bill','X','NULL','TO','VB','PPX','NN','X','NULL','interest6'
'but','X','high','rates','changed','a','CC','X','JJ','NNS','VBD','DT','interest6'
'success','and','our','in','broadening','the','NN','CC','PPX','IN','VBG','DT','interest1'
'to','pursue','other','X','NULL','NULL','TO','VB','JJ','X','NULL','NULL','interest3'
'senX','bentsen','Xs','in','encouraging','longXrange','NP','NP','POS','IN','VBG','JJ','interest1'
'NULL','NULL','shortXterm','rates','rose','slightly','NULL','NULL','JJ','NNS','VBD','RB','interest6'
'japan','will','boost','rates','to','defend','NP','MD','VB','NNS','TO','VB','interest6'
'that','the','open','X','or','the','IN','DT','JJ','X','CC','DT','interest5'
'wo','nXt','lower','rates','anytime','soon','MD','RB','VB','NNS','RB','RB','interest6'
'and','deflects','the','of','major','institutional','CC','VBZ','DT','IN','JJ','JJ','interest1'
'retail','and','property','in','the','uXs','NN','CC','NN','IN','DT','NP','interest5'
'a','51X7','%','in','century','city','DT','AB','NN','IN','NP','NP','interest5'
'NULL','his','effective','in','richfield','X','NULL','PPX','JJ','IN','NP','X','interest5'
'sold','its','bookXpublishing','X','including','harper','VBD','PPX','NN','X','VBG','NP','interest5'
'NULL','NULL','annualized','rates','on','certain','NULL','NULL','JJ','NNS','IN','JJ','interest6'
'to','pursue','other','X','NULL','NULL','TO','VB','JJ','X','NULL','NULL','interest3'
'the','principal','and','obligations','falling','due','DT','NN','CC','NNS','VBG','RB','interest6'
'the','outstanding','minority','in','its','two','DT','JJ','NN','IN','PPX','AB','interest5'
'corporation','Xs','longXrange','X','NULL','NULL','NN','POS','JJ','X','NULL','NULL','interest4'
'ownership','and','less','in','liquidity','X','NN','CC','JJR','IN','NN','X','interest1'
'to','X','reduce','charges','for','business','TO','X','VB','NNS','IN','NN','interest6'
'bad','for','western','X','X','mrX','JJ','IN','JJ','X','X','NP','interest4'
'NULL','NULL','an','in','pars','is','NULL','NULL','DT','IN','NP','VBZ','interest5'
'with','his','newXfound','in','capital','gains','IN','PPX','JJ','IN','NN','NNS','interest1'
'article','with','great','X','NULL','NULL','NN','IN','JJ','X','NULL','NULL','interest1'
'NULL','NULL','most','rate','margins','in','NULL','NULL','JJS','NN','NNS','IN','interest6'
'reasonable','amount','for','X','NULL','NULL','JJ','NN','IN','X','NULL','NULL','interest6'
'years','X','and','X','if','any','NNS','NN','CC','X','IN','DT','interest6'
'and','foreign','annual','rates','below','are','CC','JJ','JJ','NNS','RB','VBP','interest6'
'executive','has','no','X','again','X','NN','VBZ','DT','X','RB','X','interest5'
'fixed','or','floating','rates','or','at','JJ','CC','JJ','NNS','CC','IN','interest6'
'a','60','%','in','cit','group','DT','AB','NN','IN','NP','NP','interest5'
'received','indications','of','from','third','parties','VBN','NNS','IN','IN','JJ','NNS','interest1'
'be','some','buying','in','the','better','VB','DT','NN','IN','DT','JJR','interest1'
'to','pursue','other','X','NULL','NULL','TO','VB','JJ','X','NULL','NULL','interest3'
'this','year','Xs','bill','X','NULL','DT','NN','POS','NN','X','NULL','interest6'
'and','paying','high','X','NULL','NULL','CC','VBG','JJ','X','NULL','NULL','interest6'
'the','company','Xs','charges','X','NULL','DT','NN','POS','NNS','X','NULL','interest6'
'citicorp','Xs','equity','in','the','purchase','NP','POS','NN','IN','DT','NN','interest5'
'pretax','earnings','before','and','depreciation','were','JJ','NNS','IN','CC','NN','VBD','interest6'
'that','increased','buying','for','sugar','in','IN','VBN','JJ','IN','NN','IN','interest1'
'the','chance','for','rate','increases','in','DT','NN','IN','NN','NNS','IN','interest6'
'likely','to','raise','rates','following','the','JJ','TO','VB','NNS','VBG','DT','interest6'
'cumulative','and','bear','at','one','percentage','JJ','CC','VBP','IN','AB','NN','interest6'
'to','make','an','payment','last','week','TO','VB','DT','NN','JJ','NN','interest6'
'another','5','%','later','X','NULL','DT','AB','NN','RB','X','NULL','interest5'
'2','million','in','costs','over','the','AB','AB','IN','NNS','IN','DT','interest6'
'accrued','and','unpaid','from','octX','15','VBN','CC','JJ','IN','NP','AB','interest6'
'NULL','accrued','semiannual','due','octX','15','NULL','VBN','JJ','JJ','NP','AB','interest6'
'a','25X1','%','in','matuschka','Xs','DT','AB','NN','IN','NP','POS','interest5'
'address','physicians','X','X','NULL','NULL','VBP','NNS','POS','X','NULL','NULL','interest3'
'to','generate','more','than','anticipated','X','TO','VB','JJR','IN','VBN','X','interest1'
'has','a','keen','in','environmental','issues','VBZ','DT','JJ','IN','JJ','NNS','interest1'
'thrift','about','his','in','a','real','NN','IN','PPX','IN','DT','JJ','interest1'
'failed','to','make','payments','in','june','VBD','TO','VB','NNS','IN','NP','interest6'
'assets','he','lost','X','NULL','NULL','NNS','PP','VBD','X','NULL','NULL','interest1'
'bank','began','nudging','rates','higher','in','NN','VBD','VBG','NNS','RBR','IN','interest6'
'after','allowing','shortXterm','rates','to','climb','IN','VBG','JJ','NNS','TO','VB','interest6'
